number_of_k,distance,policy,weight,acc_fold0,acc_fold1,acc_fold2,acc_fold3,acc_fold4,acc_fold5,acc_fold6,acc_fold7,acc_fold8,acc_fold9,reduction_technique
1,euclidean,majority,ig,0.8397085610200364,0.8553230209281165,0.8659981768459435,0.8354545454545454,0.8415300546448088,0.8506375227686703,0.8611615245009074,0.8372727272727273,0.8624772313296903,0.867513611615245,drop3
