number_of_k,distance,policy,weight,acc_fold0,acc_fold1,acc_fold2,acc_fold3,acc_fold4,acc_fold5,acc_fold6,acc_fold7,acc_fold8,acc_fold9,reduction_technique
1,manhattan,majority,ig,0.952,0.9497354497354498,0.9575596816976127,0.9442970822281167,0.9708994708994709,0.9576719576719577,0.9497354497354498,0.955026455026455,0.9708222811671088,0.9601063829787234,enn
