number_of_k,distance,policy,weight,acc_fold0,acc_fold1,acc_fold2,acc_fold3,acc_fold4,acc_fold5,acc_fold6,acc_fold7,acc_fold8,acc_fold9,reduction_technique
1,euclidean,majority,ig,0.994535519125683,0.9945404913557779,0.9954421148587056,0.9927272727272727,0.9936247723132969,0.994535519125683,0.9954627949183303,0.9927272727272727,0.9954462659380692,0.9936479128856625,enn
