number_of_k,distance,policy,weight,acc_fold0,acc_fold1,acc_fold2,acc_fold3,acc_fold4,acc_fold5,acc_fold6,acc_fold7,acc_fold8,acc_fold9,reduction_technique
1,manhattan,majority,ig,0.9253333333333333,0.917989417989418,0.9204244031830239,0.9389920424403183,0.9126984126984127,0.9312169312169312,0.9153439153439153,0.9259259259259259,0.9283819628647215,0.9547872340425532,drop3
